CUSTOMERKEY,GEOGRAPHYKEY,CUSTOMERALTERNATEKEY,TITLE,FIRSTNAME,MIDDLENAME,LASTNAME,NAMESTYLE,BIRTHDATE,MARITALSTATUS,SUFFIX,GENDER,EMAILADDRESS,YEARLYINCOME,TOTALCHILDREN,NUMBERCHILDRENATHOME,ENGLISHEDUCATION,SPANISHEDUCATION,FRENCHEDUCATION,ENGLISHOCCUPATION,SPANISHOCCUPATION,FRENCHOCCUPATION,HOUSEOWNERFLAG,NUMBERCARSOWNED,ADDRESSLINE1,ADDRESSLINE2,PHONE,DATEFIRSTPURCHASE,COMMUTEDISTANCE
23794,314,AW00023794,,Abigail,B,Powell,0,13-09-1960,M,,F,abigail33@adventure-works.com,30000,1,0,High School,Educación secundaria,Bac + 2,Clerical,Administrativo,Employé,1,1,9537 Ridgewood Drive,,131-555-0151,2/10/2013,2-5 Miles
23795,312,AW00023795,,Lauren,L,Moore,0,15-04-1961,S,,F,lauren26@adventure-works.com,30000,1,0,High School,Educación secundaria,Bac + 2,Clerical,Administrativo,Employé,0,1,7972 Rolling Green Circle,,574-555-0176,19-03-2013,10+ Miles
23796,355,AW00023796,,Miguel,D,Young,0,3/10/1971,S,,M,miguel25@adventure-works.com,30000,1,0,High School,Educación secundaria,Bac + 2,Clerical,Administrativo,Employé,0,1,3457 Bel Air Drive,,123-555-0179,5/7/2013,10+ Miles
23797,337,AW00023797,,Nathan,,Perez,0,30-08-1961,S,,M,nathan40@adventure-works.com,20000,3,0,Partial High School,Educación secundaria (en curso),Niveau bac,Clerical,Administrativo,Employé,0,2,3576 Frigate Ct.,,512-555-0167,12/4/2013,0-1 Miles
23798,54,AW00023798,,Julia,,Kelly,0,12/3/1962,M,,F,julia64@adventure-works.com,30000,2,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,1,2,7770 Brodia Court,,753-555-0112,18-03-2013,1-2 Miles
23799,298,AW00023799,,Carolyn,S,Chandra,0,14-08-1962,M,,F,carolyn3@adventure-works.com,20000,2,1,Partial High School,Educación secundaria (en curso),Niveau bac,Clerical,Administrativo,Employé,0,2,6427 Powell Drive,,589-555-0167,12/12/2013,0-1 Miles
23800,331,AW00023800,,Kaylee,,Cox,0,8/4/1963,M,,F,kaylee8@adventure-works.com,20000,2,1,Partial High School,Educación secundaria (en curso),Niveau bac,Clerical,Administrativo,Employé,1,2,6110 J Ave,,420-555-0197,6/10/2013,1-2 Miles
23801,548,AW00023801,,Taylor,,Wood,0,5/9/1962,M,,F,taylor27@adventure-works.com,20000,2,1,Partial High School,Educación secundaria (en curso),Niveau bac,Clerical,Administrativo,Employé,1,2,1825 Corte Del Prado,,787-555-0124,15-02-2013,0-1 Miles
23802,548,AW00023802,,Emily,S,Diaz,0,19-11-1968,M,,F,emily47@adventure-works.com,20000,2,1,Partial High School,Educación secundaria (en curso),Niveau bac,Clerical,Administrativo,Employé,1,2,7305 Terry Lynn Lane,,340-555-0113,3/12/2013,1-2 Miles
23803,62,AW00023803,,Bernard,,Thames,0,14-11-1962,M,,M,bernard1@adventure-works.com,20000,2,1,Partial High School,Educación secundaria (en curso),Niveau bac,Clerical,Administrativo,Employé,0,2,6115 Sierra Drive,,144-555-0180,5/6/2013,0-1 Miles
23804,611,AW00023804,,Kristen,A,Ma,0,3/7/1969,M,,F,kristen14@adventure-works.com,30000,2,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,1,2,8537 Partridge Dr.,,942-555-0170,24-03-2013,1-2 Miles
23805,542,AW00023805,,Luke,,Hayes,0,22-12-1963,M,,M,luke12@adventure-works.com,30000,2,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,1,2,3947 Vista Valley Rd,,879-555-0197,25-09-2013,1-2 Miles
23806,52,AW00023806,,Olivia,,Foster,0,16-02-1964,M,,F,olivia61@adventure-works.com,30000,2,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,1,2,246 Weatherly Way,,308-555-0132,27-10-2011,1-2 Miles
23807,314,AW00023807,,Carson,,Hughes,0,10/8/1963,M,,M,carson10@adventure-works.com,40000,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Clerical,Administrativo,Employé,1,1,9108 Mcelroy,,450-555-0163,26-10-2013,1-2 Miles
23808,336,AW00023808,,Spencer,,Perry,0,30-04-1980,M,,M,spencer9@adventure-works.com,40000,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Clerical,Administrativo,Employé,1,1,6836 Somerset Pl.,,671-555-0133,20-06-2013,0-1 Miles
23809,343,AW00023809,,Danielle,,Sanchez,0,21-10-1963,M,,F,danielle27@adventure-works.com,40000,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Clerical,Administrativo,Employé,1,1,3223 White Dr.,,978-555-0121,12/9/2013,0-1 Miles
23810,331,AW00023810,,Sarah,M,Lee,0,8/3/1964,M,,F,sarah24@adventure-works.com,40000,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Clerical,Administrativo,Employé,0,1,6490 Haviland Place,,623-555-0113,22-05-2013,0-1 Miles
23811,361,AW00023811,,Ethan,L,Powell,0,31-12-1969,S,,M,ethan5@adventure-works.com,40000,2,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Clerical,Administrativo,Employé,1,1,9482 Rosebrook Ct.,,681-555-0186,25-10-2013,1-2 Miles
23812,359,AW00023812,,Cameron,W,Butler,0,15-09-1970,S,,M,cameron9@adventure-works.com,40000,2,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Clerical,Administrativo,Employé,0,1,5756 Mehaffey Way,,829-555-0110,2/10/2013,0-1 Miles
23813,355,AW00023813,,Hannah,E,Bennett,0,3/1/1965,S,,F,hannah24@adventure-works.com,40000,2,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Clerical,Administrativo,Employé,1,1,3500 Woodcrest Dr.,,352-555-0138,16-10-2013,1-2 Miles
23814,374,AW00023814,,Angela,,Foster,0,20-01-1965,M,,F,angela19@adventure-works.com,40000,2,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Clerical,Administrativo,Employé,0,1,3396 Castle Rock Road,,296-555-0164,10/9/2013,0-1 Miles
23815,358,AW00023815,,Julia,M,Ward,0,25-05-1965,S,,F,julia57@adventure-works.com,40000,2,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Clerical,Administrativo,Employé,0,1,6316 Parkway Drive,,508-555-0120,4/10/2013,1-2 Miles
23816,312,AW00023816,,Natalie,,Johnson,0,22-12-1964,S,,F,natalie69@adventure-works.com,40000,2,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Clerical,Administrativo,Employé,0,1,9905 Scenic Drive,,183-555-0196,1/10/2013,1-2 Miles
23817,543,AW00023817,,Kaitlyn,M,Murphy,0,12/2/1965,M,,F,kaitlyn53@adventure-works.com,40000,2,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Clerical,Administrativo,Employé,0,1,8213 Dianda Dr,,248-555-0168,22-06-2013,0-1 Miles
23818,307,AW00023818,,Cassidy,C,Gonzales,0,13-11-1983,M,,F,cassidy18@adventure-works.com,50000,0,0,Graduate Degree,Estudios de postgrado,Bac + 3,Skilled Manual,Obrero especializado,Technicien,1,0,4312 Wintergreen Court,,929-555-0162,6/10/2013,1-2 Miles
23819,68,AW00023819,,Vanessa,,Washington,0,10/4/1984,M,,F,vanessa14@adventure-works.com,40000,0,0,Graduate Degree,Estudios de postgrado,Bac + 3,Skilled Manual,Obrero especializado,Technicien,1,0,5210 Lillian Dr,,101-555-0122,14-10-2011,1-2 Miles
23820,536,AW00023820,,Isabelle,,Diaz,0,31-01-1979,M,,F,isabelle20@adventure-works.com,40000,0,0,Graduate Degree,Estudios de postgrado,Bac + 3,Skilled Manual,Obrero especializado,Technicien,1,0,6179 Norris Court,# 9,597-555-0171,15-12-2013,1-2 Miles
23821,614,AW00023821,,Jordan,,Lal,0,20-11-1978,S,,M,jordan25@adventure-works.com,40000,0,0,Graduate Degree,Estudios de postgrado,Bac + 3,Skilled Manual,Obrero especializado,Technicien,1,0,2572 Hill Dr,# 2,611-555-0154,17-11-2013,1-2 Miles
23822,547,AW00023822,,Sierra,M,Campbell,0,2/3/1979,M,,F,sierra6@adventure-works.com,40000,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Skilled Manual,Obrero especializado,Technicien,1,0,4877 Banana Court,,177-555-0172,5/5/2013,0-1 Miles
23823,298,AW00023823,,Samuel,K,Davis,0,14-05-1984,M,,M,samuel63@adventure-works.com,40000,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Skilled Manual,Obrero especializado,Technicien,1,0,307 Almondtree Circle,,653-555-0118,18-05-2013,0-1 Miles
23824,315,AW00023824,,Edward,,Carter,0,9/10/1984,M,,M,edward12@adventure-works.com,40000,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Skilled Manual,Obrero especializado,Technicien,1,0,771 Northridge Drive,# 495,143-555-0165,6/2/2013,1-2 Miles
23825,325,AW00023825,,Katherine,R,Coleman,0,19-08-1978,M,,F,katherine31@adventure-works.com,40000,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Skilled Manual,Obrero especializado,Technicien,1,0,8120 E Lane,,204-555-0163,17-10-2013,0-1 Miles
23826,337,AW00023826,,Dalton,M,Ross,0,17-09-1984,S,,M,dalton49@adventure-works.com,40000,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Skilled Manual,Obrero especializado,Technicien,1,0,5002 Starflower Dr.,,149-555-0166,11/4/2013,1-2 Miles
23827,69,AW00023827,,Wyatt,,Hall,0,21-09-1983,S,,M,wyatt25@adventure-works.com,50000,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Skilled Manual,Obrero especializado,Technicien,1,0,8252 Northridge Drive,,101-555-0134,4/12/2013,1-2 Miles
23828,311,AW00023828,,Carolyn,S,Carlson,0,18-04-1977,M,,F,carolyn39@adventure-works.com,70000,1,1,Graduate Degree,Estudios de postgrado,Bac + 3,Skilled Manual,Obrero especializado,Technicien,1,0,3783 Terra Calitina,,944-555-0119,12/11/2013,0-1 Miles
23829,51,AW00023829,,Anthony,G,Rodriguez,0,23-05-1978,M,,M,anthony6@adventure-works.com,50000,1,1,Graduate Degree,Estudios de postgrado,Bac + 3,Skilled Manual,Obrero especializado,Technicien,1,0,8539 Glazier Dr.,,439-555-0185,6/10/2011,1-2 Miles
23830,53,AW00023830,,Cameron,,White,0,5/3/1978,M,,M,cameron31@adventure-works.com,50000,1,1,Graduate Degree,Estudios de postgrado,Bac + 3,Skilled Manual,Obrero especializado,Technicien,1,0,6096 Pheasant Circle,,297-555-0143,13-10-2011,1-2 Miles
23831,536,AW00023831,,Colleen,,Jai,0,7/8/1977,M,,F,colleen35@adventure-works.com,50000,1,1,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,0,9424 Oakgrove,,639-555-0119,1/2/2013,0-1 Miles
23832,609,AW00023832,,Alexandra,B,Ramirez,0,19-03-1978,M,,F,alexandra18@adventure-works.com,50000,1,1,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,0,1876 La Costa Ct.,,862-555-0162,2/11/2013,2-5 Miles
23833,618,AW00023833,,Kevin,J,Gonzales,0,7/2/1983,M,,M,kevin19@adventure-works.com,50000,1,1,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,0,4833 Heather Pl,,625-555-0186,27-11-2013,0-1 Miles
23834,635,AW00023834,,Ethan,H,Long,0,4/12/1977,S,,M,ethan6@adventure-works.com,60000,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Skilled Manual,Obrero especializado,Technicien,1,0,6104 North Civic Drive,,910-555-0185,9/11/2013,2-5 Miles
23835,326,AW00023835,,Marcus,,Jackson,0,8/8/1983,M,,M,marcus12@adventure-works.com,70000,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,0,0,8040 Hill Ct,,397-555-0155,6/11/2013,0-1 Miles
23836,336,AW00023836,,Chloe,,Carter,0,3/8/1977,S,,F,chloe7@adventure-works.com,70000,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,0,7294 Kathleen Drive,,514-555-0188,20-11-2013,2-5 Miles
23837,311,AW00023837,,Jonathan,E,Li,0,11/10/1981,M,,M,jonathan25@adventure-works.com,40000,1,1,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,0,240 Rapallo Lane,,873-555-0185,17-11-2013,0-1 Miles
23838,312,AW00023838,,Ariana,M,Ready,0,19-02-1976,M,,F,ariana18@adventure-works.com,40000,1,1,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,0,2411 Hazelnut Lane,,126-555-0118,20-11-2013,2-5 Miles
23839,310,AW00023839,,Savannah,L,Howard,0,22-06-1981,M,,F,savannah10@adventure-works.com,40000,1,1,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,1,7761 Azoras Cir,,978-555-0168,15-04-2013,0-1 Miles
23840,307,AW00023840,,Mason,,Ward,0,2/12/1981,M,,M,mason12@adventure-works.com,40000,1,1,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,1,5430 Park Glen Ct.,,240-555-0147,22-11-2013,2-5 Miles
23841,385,AW00023841,,Sydney,,Phillips,0,9/3/1981,M,,F,sydney48@adventure-works.com,40000,1,1,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,1,4919 Ham Court,,108-555-0165,22-11-2013,2-5 Miles
23842,51,AW00023842,,Connor,,Bryant,0,25-03-1976,M,,M,connor12@adventure-works.com,40000,1,1,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,1,2495 Rachele Road,,182-555-0167,11/10/2011,0-1 Miles
23843,338,AW00023843,,Marcus,D,Patterson,0,19-03-1976,M,,M,marcus60@adventure-works.com,60000,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,0,0,6660 Acardia Pl.,,394-555-0114,18-11-2013,0-1 Miles
23844,632,AW00023844,,Alexandra,M,Gonzales,0,29-10-1974,S,,F,alexandra38@adventure-works.com,60000,2,2,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,0,1160 Bella Avenue,,378-555-0171,24-11-2013,2-5 Miles
23845,355,AW00023845,,Madeline,,Turner,0,11/2/1975,S,,F,madeline4@adventure-works.com,60000,2,2,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,0,0,6732 Arcadia Pl.,#e,632-555-0134,16-11-2013,0-1 Miles
23846,68,AW00023846,,Aidan,L,Diaz,0,18-12-1974,M,,M,aidan23@adventure-works.com,60000,2,2,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,0,7178 B Avenue I,,342-555-0173,26-10-2011,2-5 Miles
23847,536,AW00023847,,Chad,J,Sharma,0,29-08-1974,S,,M,chad11@adventure-works.com,60000,2,2,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,0,0,7086 C Wharton Way,,782-555-0118,2/11/2013,0-1 Miles
23848,300,AW00023848,,Pamela,,Sai,0,3/12/1974,M,,F,pamela9@adventure-works.com,60000,2,2,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,0,1372 Quartermaster,,437-555-0199,1/11/2013,2-5 Miles
23849,627,AW00023849,,Alexis,,Simmons,0,3/7/1976,S,,F,alexis38@adventure-works.com,60000,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,0,0,3803 Frayne Lane,,399-555-0195,9/11/2013,0-1 Miles
23850,627,AW00023850,,Anna,J,Hall,0,19-05-1977,M,,F,anna61@adventure-works.com,60000,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,0,7932 Cataline Avenue,,329-555-0123,12/11/2013,2-5 Miles
23851,552,AW00023851,,Mariah,K,Rogers,0,12/10/1976,S,,F,mariah42@adventure-works.com,60000,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,0,0,2579 The Trees Dr.,,491-555-0125,2/11/2013,0-1 Miles
23852,299,AW00023852,,Desiree,M,Torres,0,17-10-1976,S,,F,desiree8@adventure-works.com,60000,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,0,0,4321 West I St,,445-555-0133,13-11-2013,0-1 Miles
23853,638,AW00023853,,Isaac,S,Perez,0,21-06-1975,M,,M,isaac26@adventure-works.com,60000,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,0,3479 Broadmoor Dr.,,983-555-0153,17-11-2013,2-5 Miles
23854,343,AW00023854,,Megan,S,Torres,0,12/12/1974,M,,F,megan41@adventure-works.com,60000,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,0,9693 Mellowood Street,,193-555-0162,10/11/2013,2-5 Miles
23855,316,AW00023855,,Carlos,,Watson,0,8/8/1974,M,,M,carlos2@adventure-works.com,60000,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,0,1532 Marlene Dr.,,488-555-0122,20-11-2013,2-5 Miles
23856,638,AW00023856,,Sarah,,Taylor,0,4/3/1975,S,,F,sarah11@adventure-works.com,60000,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,0,0,8026 Sudan Loop,,653-555-0178,1/11/2013,0-1 Miles
23857,543,AW00023857,,Alexandra,L,Anderson,0,24-06-1975,S,,F,alexandra73@adventure-works.com,60000,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,0,9218 Gold Crest Ct.,,133-555-0133,14-11-2013,2-5 Miles
23858,59,AW00023858,,Jonathan,,Powell,0,4/3/1974,M,,M,jonathan8@adventure-works.com,70000,2,2,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,0,2728 Clown Court,,366-555-0165,1/10/2011,2-5 Miles
23859,69,AW00023859,,Megan,A,Anderson,0,16-11-1979,M,,F,megan13@adventure-works.com,70000,2,2,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,0,2475 Maureen Ln.,,180-555-0173,20-10-2011,2-5 Miles
23860,632,AW00023860,,Eric,S,Long,0,4/9/1973,M,,M,eric18@adventure-works.com,70000,2,2,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,0,5109 Fawn Glen Circle,,815-555-0195,5/11/2013,2-5 Miles
23861,536,AW00023861,,Keith,C,Anand,0,14-12-1973,M,,M,keith26@adventure-works.com,70000,2,2,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,1,3581 Rising Dawn Way,,173-555-0173,16-02-2013,2-5 Miles
23862,311,AW00023862,,Rebekah,B,Kapoor,0,12/12/1978,M,,F,rebekah1@adventure-works.com,40000,5,5,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,1,3,6306 El Dorado Way,,228-555-0123,31-03-2013,10+ Miles
23863,322,AW00023863,,Christian,,Williams,0,5/10/1972,S,,M,christian32@adventure-works.com,40000,0,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,0,1,376 Amador Valley Blvd.,,559-555-0188,10/6/2013,0-1 Miles
23864,352,AW00023864,,Chloe,J,Jackson,0,12/6/1978,S,,F,chloe44@adventure-works.com,40000,0,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,0,1,4399 Chickpea Ct.,,664-555-0143,29-07-2013,0-1 Miles
23865,43,AW00023865,,Lori,L,Sanz,0,18-10-1975,S,,F,lori20@adventure-works.com,60000,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,0,7120 Panoramic Drive,,371-555-0174,1/11/2011,2-5 Miles
23866,49,AW00023866,,Xavier,,Flores,0,3/11/1975,M,,M,xavier52@adventure-works.com,60000,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,0,60 Reliz Valley Road,,802-555-0166,13-11-2011,2-5 Miles
23867,66,AW00023867,,Sarah,M,Henderson,0,22-03-1976,S,,F,sarah30@adventure-works.com,60000,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,0,5710 Encino Drive,,715-555-0180,14-11-2011,2-5 Miles
23868,69,AW00023868,Ms.,Abigail,C,Coleman,0,5/1/1976,S,,F,abigail74@adventure-works.com,60000,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,0,0,9996 Asilomaar Dr.,,464-555-0173,15-11-2011,0-1 Miles
23869,607,AW00023869,,Wayne,C,Nara,0,12/9/1975,M,,M,wayne19@adventure-works.com,60000,2,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,0,1798 Westbury Dr.,,958-555-0183,10/3/2013,2-5 Miles
23870,548,AW00023870,,Elijah,M,Henderson,0,13-12-1975,M,,M,elijah8@adventure-works.com,70000,3,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,0,0,8682 Etcheverry Dr,,684-555-0119,21-12-2013,0-1 Miles
23871,552,AW00023871,,Bailey,G,Richardson,0,29-11-1975,S,,F,bailey7@adventure-works.com,70000,3,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,0,0,6561 Dalis Drive,,458-555-0131,10/12/2013,0-1 Miles
23872,553,AW00023872,,Matthew,,Garcia,0,19-09-1975,M,,M,matthew21@adventure-works.com,70000,4,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,0,332 Laguna Niguel,,355-555-0196,19-12-2013,2-5 Miles
23873,372,AW00023873,,Nicole,A,Miller,0,15-04-1976,M,,F,nicole6@adventure-works.com,80000,2,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,0,6088 Mt. Hood Circle,,646-555-0129,7/12/2013,0-1 Miles
23874,536,AW00023874,,Abigail,J,Cook,0,10/4/1978,S,,F,abigail7@adventure-works.com,50000,2,2,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,1,6703 Corte Poquito,,378-555-0119,30-10-2013,2-5 Miles
23875,642,AW00023875,,Sean,,Green,0,17-11-1971,M,,M,sean48@adventure-works.com,60000,3,3,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,0,9029 Mt. Trinity Court,,480-555-0114,24-11-2013,2-5 Miles
23876,361,AW00023876,,David,M,Henderson,0,12/12/1971,M,,M,david37@adventure-works.com,80000,3,3,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,0,3355 Alier Drive,,138-555-0151,3/10/2013,2-5 Miles
23877,359,AW00023877,,Katherine,T,Morris,0,18-11-1971,M,,F,katherine4@adventure-works.com,60000,0,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,0,0,5679 Attic Lane,Unit A,515-555-0120,29-11-2013,0-1 Miles
23878,360,AW00023878,,Chloe,L,Wood,0,3/8/1977,S,,F,chloe68@adventure-works.com,60000,0,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,0,5097 Waterfall Way,,291-555-0118,7/12/2013,2-5 Miles
23879,60,AW00023879,,Amber,L,Gonzalez,0,22-08-1971,M,,F,amber8@adventure-works.com,60000,0,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,0,0,9286 Military East,,728-555-0176,29-03-2013,0-1 Miles
23880,337,AW00023880,,Noah,L,Patterson,0,25-07-1971,S,,M,noah7@adventure-works.com,60000,0,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,0,1077 Laurel Drive,,982-555-0111,4/12/2013,2-5 Miles
23881,338,AW00023881,,Joshua,M,Martinez,0,15-12-1974,M,,M,joshua19@adventure-works.com,80000,3,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,0,931 Corte De Luna,,610-555-0128,1/12/2013,0-1 Miles
23882,343,AW00023882,,Alexia,F,Butler,0,7/10/1974,S,,F,alexia12@adventure-works.com,80000,3,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,0,5711 Shady Lane,,680-555-0114,11/12/2013,0-1 Miles
23883,348,AW00023883,,Jackson,L,Russell,0,18-11-1980,M,,M,jackson22@adventure-works.com,80000,3,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,0,0,6969 Eaker Way,,525-555-0193,24-12-2013,0-1 Miles
23884,368,AW00023884,,Ethan,,Ross,0,20-09-1974,M,,M,ethan0@adventure-works.com,80000,3,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,0,9095 Ironwood Drive,,435-555-0118,28-12-2013,0-1 Miles
23885,372,AW00023885,,Angela,A,Morris,0,4/12/1974,M,,F,angela44@adventure-works.com,80000,3,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,0,2234 String Dr.,,499-555-0113,22-12-2013,0-1 Miles
23886,383,AW00023886,,Sean,,Stewart,0,15-06-1975,M,,M,sean34@adventure-works.com,80000,3,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,0,8180 Saclan Terr.,,433-555-0151,4/12/2013,0-1 Miles
23887,609,AW00023887,,Mason,A,Carter,0,1/3/1971,S,,M,mason31@adventure-works.com,40000,0,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,0,1,1660 Bonifacio St.,,326-555-0114,3/12/2013,2-5 Miles
23888,385,AW00023888,,Edward,R,Clark,0,6/8/1976,M,,M,edward41@adventure-works.com,50000,3,3,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,1,2480 Stillwater Court,,147-555-0173,6/3/2013,0-1 Miles
23889,644,AW00023889,,Sean,M,Carter,0,25-10-1970,S,,M,sean42@adventure-works.com,50000,3,3,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,0,2,9817 Frisbie Court,,614-555-0197,22-12-2013,0-1 Miles
23890,311,AW00023890,,Haley,,Cox,0,31-10-1970,M,,F,haley11@adventure-works.com,50000,3,3,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,2,4535 Walnut Blvd.,,232-555-0117,25-08-2013,0-1 Miles
23891,545,AW00023891,,Jack,,Jenkins,0,30-09-1976,M,,M,jack7@adventure-works.com,50000,3,3,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,2,5695 Laurel Drive,,154-555-0141,6/6/2013,2-5 Miles
23892,52,AW00023892,,Olivia,,Bailey,0,10/2/1982,M,,F,olivia32@adventure-works.com,50000,3,3,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,2,414 Joseph Ave,,260-555-0173,5/6/2013,2-5 Miles
23893,53,AW00023893,,Zachary,J,Clark,0,29-08-1970,M,,M,zachary50@adventure-works.com,50000,3,3,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,3,7041 Notre Dame Avenue,,146-555-0164,17-06-2013,10+ Miles
