CUSTOMERKEY,GEOGRAPHYKEY,CUSTOMERALTERNATEKEY,TITLE,FIRSTNAME,MIDDLENAME,LASTNAME,NAMESTYLE,BIRTHDATE,MARITALSTATUS,SUFFIX,GENDER,EMAILADDRESS,YEARLYINCOME,TOTALCHILDREN,NUMBERCHILDRENATHOME,ENGLISHEDUCATION,SPANISHEDUCATION,FRENCHEDUCATION,ENGLISHOCCUPATION,SPANISHOCCUPATION,FRENCHOCCUPATION,HOUSEOWNERFLAG,NUMBERCARSOWNED,ADDRESSLINE1,ADDRESSLINE2,PHONE,DATEFIRSTPURCHASE,COMMUTEDISTANCE
20125,623,AW00020125,,Natalie,L,Clark,0,19-03-1977,M,,F,natalie86@adventure-works.com,60000,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Skilled Manual,Obrero especializado,Technicien,1,0,1228 Francine Court,,442-555-0154,29-05-2013,1-2 Miles
20126,368,AW00020126,,Seth,A,Carter,0,15-04-1977,M,,M,seth37@adventure-works.com,60000,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Skilled Manual,Obrero especializado,Technicien,1,0,6630 Cook Pk.,,119-555-0147,9/1/2014,1-2 Miles
20127,539,AW00020127,,Carlos,,Sanders,0,16-08-1976,M,,M,carlos5@adventure-works.com,60000,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Skilled Manual,Obrero especializado,Technicien,1,0,4179 Green St.,,114-555-0114,12/4/2013,1-2 Miles
20128,553,AW00020128,,Ian,B,Miller,0,12/10/1976,M,,M,ian7@adventure-works.com,60000,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Skilled Manual,Obrero especializado,Technicien,1,0,6076 Citrus Ave,,454-555-0190,11/7/2013,0-1 Miles
20129,536,AW00020129,,Nicole,A,Stewart,0,17-04-1977,S,,F,nicole25@adventure-works.com,60000,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Skilled Manual,Obrero especializado,Technicien,1,0,2341 Lindley Ct,,358-555-0129,4/4/2013,1-2 Miles
20130,50,AW00020130,,Jordan,H,Nelson,0,17-02-1977,M,,M,jordan63@adventure-works.com,60000,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Skilled Manual,Obrero especializado,Technicien,1,0,9218 Old Mt. View Drive,,614-555-0137,31-01-2013,0-1 Miles
20133,255,AW00020133,,Jorge,V,Li,0,6/10/1973,M,,M,jorge4@adventure-works.com,20000,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Clerical,Administrativo,Employé,1,0,3769 Loma Linda,,1 (11) 500 555-0167,4/7/2013,0-1 Miles
20134,259,AW00020134,,Franklin,,Zhao,0,9/7/1967,M,,M,franklin10@adventure-works.com,20000,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Clerical,Administrativo,Employé,1,0,882 South St.,,1 (11) 500 555-0135,26-01-2014,0-1 Miles
20135,121,AW00020135,,Grace,E,Price,0,3/12/1966,M,,F,grace47@adventure-works.com,10000,1,0,Bachelors,Licenciatura,Bac + 4,Manual,Obrero,Ouvrier,1,0,Werftstr 55434,,1 (11) 500 555-0156,1/7/2013,0-1 Miles
20136,277,AW00020136,,Bonnie,C,Kennedy,0,9/12/1972,M,,F,bonnie13@adventure-works.com,10000,1,0,Bachelors,Licenciatura,Bac + 4,Manual,Obrero,Ouvrier,1,0,6158 May Way,,1 (11) 500 555-0198,4/1/2014,0-1 Miles
20137,135,AW00020137,,Jarrod,B,Fernandez,0,8/11/1966,M,,M,jarrod15@adventure-works.com,10000,1,0,Bachelors,Licenciatura,Bac + 4,Manual,Obrero,Ouvrier,1,0,Hüttenstr 6114,,1 (11) 500 555-0162,6/12/2013,0-1 Miles
20138,128,AW00020138,,Kendra,,Moreno,0,18-12-1940,M,,F,kendra6@adventure-works.com,20000,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Clerical,Administrativo,Employé,1,0,Pascalstr 9,Verkaufsabteilung,1 (11) 500 555-0119,6/2/2013,0-1 Miles
20139,369,AW00020139,,Connor,,Wright,0,7/8/1984,M,,M,connor48@adventure-works.com,10000,0,0,Bachelors,Licenciatura,Bac + 4,Manual,Obrero,Ouvrier,1,0,4592 Hill Drive,,528-555-0127,4/5/2013,0-1 Miles
20140,144,AW00020140,,Joe,A,Navarro,0,6/3/1964,M,,M,joe33@adventure-works.com,10000,1,0,Bachelors,Licenciatura,Bac + 4,Manual,Obrero,Ouvrier,1,0,Auf der Krone 93,,1 (11) 500 555-0160,4/5/2013,0-1 Miles
20141,186,AW00020141,,Angelica,M,Flores,0,10/6/1964,M,,F,angelica12@adventure-works.com,20000,1,0,Bachelors,Licenciatura,Bac + 4,Manual,Obrero,Ouvrier,1,0,6662 Torino Court,,1 (11) 500 555-0128,8/11/2013,0-1 Miles
20144,173,AW00020144,,Roger,W,Lin,0,21-12-1961,M,,M,roger12@adventure-works.com,10000,2,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Manual,Obrero,Ouvrier,1,0,Am Gallberg 35,,1 (11) 500 555-0131,29-12-2013,0-1 Miles
20147,230,AW00020147,,Tabitha,,Ramos,0,8/1/1947,M,,F,tabitha38@adventure-works.com,30000,1,0,Bachelors,Licenciatura,Bac + 4,Clerical,Administrativo,Employé,1,0,1645 Alicante Court,,1 (11) 500 555-0195,19-06-2013,0-1 Miles
20150,279,AW00020150,,Gary,M,Rubio,0,18-06-1948,M,,M,gary30@adventure-works.com,40000,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Clerical,Administrativo,Employé,1,0,6532 Pinecrest Rd,,1 (11) 500 555-0117,27-04-2011,0-1 Miles
20151,33,AW00020151,,Jamie,,Guo,0,5/4/1986,M,,F,jamie21@adventure-works.com,10000,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Manual,Obrero,Ouvrier,1,1,5636 Barcelona,,1 (11) 500 555-0135,1/10/2011,2-5 Miles
20152,40,AW00020152,,Rafael,I,She,0,5/1/1986,M,,M,rafael23@adventure-works.com,10000,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Manual,Obrero,Ouvrier,1,1,5931 San Carlos,,1 (11) 500 555-0115,13-10-2011,2-5 Miles
20153,34,AW00020153,,Diane,M,Sanz,0,21-11-1984,M,,F,diane25@adventure-works.com,10000,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Manual,Obrero,Ouvrier,0,1,5033 N. 8th St.,,1 (11) 500 555-0190,30-07-2013,0-1 Miles
20154,8,AW00020154,,Raul,Q,Luo,0,1/4/1984,S,,M,raul6@adventure-works.com,10000,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Manual,Obrero,Ouvrier,0,1,6253 Panorama Dr.,,1 (11) 500 555-0156,4/10/2011,0-1 Miles
20155,6,AW00020155,,Jay,,Fernandez,0,6/4/1983,M,,M,jay22@adventure-works.com,10000,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Manual,Obrero,Ouvrier,1,1,6589 Viewpoint Ct,,1 (11) 500 555-0176,29-06-2013,2-5 Miles
20156,39,AW00020156,,Jay,L,Madan,0,17-10-1982,S,,M,jay14@adventure-works.com,10000,0,0,High School,Educación secundaria,Bac + 2,Manual,Obrero,Ouvrier,0,2,5868 Clayton Road,,1 (11) 500 555-0123,22-10-2011,0-1 Miles
20157,2,AW00020157,,Riley,A,Reed,0,9/4/1983,M,,F,riley39@adventure-works.com,10000,0,0,High School,Educación secundaria,Bac + 2,Manual,Obrero,Ouvrier,0,2,615 Patterson Blvd.,,1 (11) 500 555-0131,7/10/2011,0-1 Miles
20158,35,AW00020158,,Rodney,A,Blanco,0,28-08-1984,S,,M,rodney11@adventure-works.com,10000,1,1,High School,Educación secundaria,Bac + 2,Manual,Obrero,Ouvrier,0,0,2012 Reisling Court,,1 (11) 500 555-0147,1/10/2011,2-5 Miles
20159,8,AW00020159,,Ernest,,Zhu,0,1/12/1984,M,,M,ernest14@adventure-works.com,20000,0,0,Bachelors,Licenciatura,Bac + 4,Clerical,Administrativo,Employé,1,0,2665 Escobar,,1 (11) 500 555-0163,13-10-2011,0-1 Miles
20160,32,AW00020160,,George,,Garcia,0,8/5/1984,S,,M,george21@adventure-works.com,20000,0,0,Bachelors,Licenciatura,Bac + 4,Clerical,Administrativo,Employé,1,0,4760 Bryce Dr.,,1 (11) 500 555-0148,29-09-2011,0-1 Miles
20163,166,AW00020163,,Krystal,S,Zhang,0,29-10-1948,M,,F,krystal0@adventure-works.com,20000,2,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Manual,Obrero,Ouvrier,1,1,Kappellweg 222,,1 (11) 500 555-0116,29-03-2012,1-2 Miles
20164,242,AW00020164,Ms.,Carol Ann,F.,Rockne,0,11/1/1949,M,,M,carolann0@adventure-works.com,30000,1,0,Bachelors,Licenciatura,Bac + 4,Clerical,Administrativo,Employé,1,0,1312 Skycrest Drive,,439-555-0100,26-04-2011,0-1 Miles
20165,266,AW00020165,,Kristina,R,Mehta,0,20-09-1948,M,,F,kristina14@adventure-works.com,30000,1,0,Bachelors,Licenciatura,Bac + 4,Clerical,Administrativo,Employé,1,0,2581 Bentley Ct,,1 (11) 500 555-0142,4/4/2011,0-1 Miles
20166,118,AW00020166,,Monique,,Gutierrez,0,24-03-1967,S,,F,monique7@adventure-works.com,30000,4,0,Graduate Degree,Estudios de postgrado,Bac + 3,Clerical,Administrativo,Employé,1,0,Herzogstr 29908,,1 (11) 500 555-0150,13-03-2012,0-1 Miles
20167,248,AW00020167,,Joe,M,Serrano,0,8/1/1972,S,,M,joe40@adventure-works.com,30000,4,0,Graduate Degree,Estudios de postgrado,Bac + 3,Clerical,Administrativo,Employé,1,0,7514 Laguna St.,,1 (11) 500 555-0112,7/5/2011,0-1 Miles
20168,126,AW00020168,,Jessie,A,Serrano,0,31-01-1966,M,,F,jessie35@adventure-works.com,10000,1,1,High School,Educación secundaria,Bac + 2,Manual,Obrero,Ouvrier,1,1,Am Grossen Dern 4983,,1 (11) 500 555-0165,31-12-2013,2-5 Miles
20169,175,AW00020169,,Garrett,N,Gray,0,25-03-1966,S,,M,garrett11@adventure-works.com,20000,1,1,Partial College,Estudios universitarios (en curso),Baccalauréat,Manual,Obrero,Ouvrier,0,0,Höhenstr 6466,,1 (11) 500 555-0122,25-01-2014,1-2 Miles
20170,264,AW00020170,,Jerome,D,Martin,0,20-12-1965,M,,M,jerome0@adventure-works.com,30000,3,0,Graduate Degree,Estudios de postgrado,Bac + 3,Clerical,Administrativo,Employé,1,0,7370 Mission Drive,,1 (11) 500 555-0112,14-05-2011,0-1 Miles
20171,133,AW00020171,,Bailey,A,King,0,25-03-1965,M,,F,bailey39@adventure-works.com,20000,2,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Manual,Obrero,Ouvrier,1,1,Marketplatz 5492,,1 (11) 500 555-0183,17-03-2012,0-1 Miles
20172,263,AW00020172,,Kelli,,Gao,0,13-11-1970,S,,F,kelli16@adventure-works.com,30000,3,0,Graduate Degree,Estudios de postgrado,Bac + 3,Clerical,Administrativo,Employé,1,0,1619 Mills Dr.,,1 (11) 500 555-0194,20-05-2011,0-1 Miles
20173,247,AW00020173,,Dennis,,Zhao,0,1/5/1981,M,,M,dennis12@adventure-works.com,40000,1,1,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,0,2676 Santa Fe Street,,1 (11) 500 555-0145,20-06-2011,1-2 Miles
20174,140,AW00020174,,Douglas,E,Gonzalez,0,17-10-1978,M,,M,douglas22@adventure-works.com,20000,0,0,Partial High School,Educación secundaria (en curso),Niveau bac,Manual,Obrero,Ouvrier,0,2,Potsdamer Straße 993,,1 (11) 500 555-0111,16-10-2013,0-1 Miles
20179,271,AW00020179,,Denise,,Patel,0,1/4/1984,S,,F,denise5@adventure-works.com,30000,0,0,High School,Educación secundaria,Bac + 2,Manual,Obrero,Ouvrier,0,1,3518 Black Pine Lane,,1 (11) 500 555-0194,1/6/2013,1-2 Miles
20180,335,AW00020180,,Amanda,,Sanders,0,31-12-1967,M,,F,amanda20@adventure-works.com,70000,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,1,1456 Bouncing Road,,231-555-0134,1/1/2013,2-5 Miles
20181,343,AW00020181,,Catherine,J,Brooks,0,17-09-1967,M,,F,catherine2@adventure-works.com,70000,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,1,6866 Concord Blvd.,,310-555-0159,10/1/2013,2-5 Miles
20182,70,AW00020182,,Isabelle,,Price,0,23-12-1967,M,,F,isabelle0@adventure-works.com,70000,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,1,5412 Iris Ct,,835-555-0119,4/12/2011,0-1 Miles
20183,543,AW00020183,,Sophia,,Allen,0,4/5/1979,M,,F,sophia21@adventure-works.com,70000,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,1,7502 Baltic Sea Ct.,,435-555-0162,29-01-2013,2-5 Miles
20184,536,AW00020184,,Jessica,S,Richardson,0,30-10-1966,M,,F,jessica12@adventure-works.com,40000,4,3,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,1,2,8938 Violet Ct.,,236-555-0139,26-04-2013,0-1 Miles
20185,316,AW00020185,,Xavier,,Cooper,0,5/3/1967,S,,M,xavier75@adventure-works.com,40000,4,3,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,1,3,1627 Alhambra Ave.,,683-555-0150,16-09-2013,5-10 Miles
20186,64,AW00020186,,Connor,,Li,0,5/4/1967,M,,M,connor21@adventure-works.com,40000,4,2,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,1,2,3737 Bellord Ct,,491-555-0190,1/1/2012,2-5 Miles
20187,372,AW00020187,,Robert,C,King,0,8/3/1967,M,,M,robert61@adventure-works.com,60000,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,1,5102 Sycamore Drive,,371-555-0134,16-06-2013,2-5 Miles
20188,51,AW00020188,,Kimberly,A,Watson,0,2/1/1967,M,,F,kimberly3@adventure-works.com,60000,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,1,1359 Montgomery Avenue,,335-555-0154,16-01-2012,0-1 Miles
20189,66,AW00020189,,Grace,A,Hall,0,19-02-1978,S,,F,grace23@adventure-works.com,50000,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,0,1,9547 Stephine Way,,514-555-0169,15-09-2013,0-1 Miles
20190,631,AW00020190,,Angela,K,Reed,0,25-03-1973,S,,F,angela46@adventure-works.com,50000,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,1,7925 Meadow Lane,,793-555-0111,20-06-2013,2-5 Miles
20191,299,AW00020191,,Chad,A,Rai,0,7/9/1972,S,,M,chad18@adventure-works.com,60000,0,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,1,6123 Lancelot Dr.,,248-555-0127,28-06-2013,2-5 Miles
20192,299,AW00020192,,Amber,,Campbell,0,15-02-1973,S,,F,amber6@adventure-works.com,60000,0,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,0,1,2314 Chelsea Way,,322-555-0110,14-06-2013,0-1 Miles
20193,339,AW00020193,,Alyssa,C,Gray,0,11/6/1978,S,,F,alyssa40@adventure-works.com,60000,0,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,0,1,8343 Briowes Valley Rd,,352-555-0132,10/6/2013,0-1 Miles
20194,359,AW00020194,,Connor,K,Campbell,0,8/5/1966,M,,M,connor36@adventure-works.com,60000,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,1,5099 Park Lane Circle,,409-555-0134,23-06-2013,2-5 Miles
20195,614,AW00020195,,Blake,,Wilson,0,9/4/1966,M,,M,blake6@adventure-works.com,60000,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,0,1,9241 St George Dr.,,499-555-0143,2/6/2013,0-1 Miles
20196,546,AW00020196,,Cameron,,Perry,0,21-06-1966,M,,M,cameron2@adventure-works.com,60000,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,1,670 Echo Canyon Lane,,922-555-0163,27-06-2013,2-5 Miles
20197,542,AW00020197,,Olivia,,Johnson,0,19-12-1965,M,,F,olivia1@adventure-works.com,60000,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,1,4351 Charlotte Ave.,,106-555-0160,23-06-2013,2-5 Miles
20198,347,AW00020198,,Sierra,,Evans,0,14-03-1965,S,,F,sierra0@adventure-works.com,60000,4,3,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,0,5183 Camino Estrada,,554-555-0166,13-06-2013,2-5 Miles
20199,345,AW00020199,,Hailey,L,Cook,0,26-03-1965,M,,F,hailey4@adventure-works.com,70000,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,1,2061 Matchstick Drive,,894-555-0112,20-02-2013,0-1 Miles
20200,638,AW00020200,,Noah,,Gonzales,0,19-08-1964,M,,M,noah14@adventure-works.com,70000,2,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,1,9580 Kalima Place,,142-555-0173,28-01-2013,0-1 Miles
20201,335,AW00020201,,Chloe,,Harris,0,14-02-1965,M,,F,chloe24@adventure-works.com,70000,5,5,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,3,9301 Eureka Lane,,965-555-0114,28-01-2014,10+ Miles
20202,50,AW00020202,,Alexandra,B,Jones,0,31-05-1965,M,,F,alexandra66@adventure-works.com,70000,5,5,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,3,4386 Ryan Rd.,,642-555-0111,8/12/2013,10+ Miles
20203,536,AW00020203,,Roy,D,Blanco,0,18-03-1976,M,,M,roy35@adventure-works.com,80000,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,0,3416 Cunha Ct,,953-555-0123,22-09-2013,0-1 Miles
20204,299,AW00020204,,Renee,,Carlson,0,24-07-1970,M,,F,renee16@adventure-works.com,80000,2,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,0,845 Olive Ave,,626-555-0119,30-01-2013,0-1 Miles
20205,536,AW00020205,,Bryce,,Cox,0,8/8/1963,S,,M,bryce9@adventure-works.com,60000,3,2,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,0,0,3625 Pinehurst Court,,818-555-0166,12/6/2013,0-1 Miles
20206,52,AW00020206,,Olivia,V,Murphy,0,8/12/1963,M,,F,olivia31@adventure-works.com,60000,1,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,1,628 Marina Lakes Drive,,575-555-0153,5/1/2012,0-1 Miles
20207,331,AW00020207,,Angel,T,Bailey,0,21-04-1969,M,,M,angel15@adventure-works.com,60000,1,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,1,9440 Newell Ave.,,182-555-0118,12/6/2013,2-5 Miles
20208,51,AW00020208,,Austin,,Hayes,0,22-11-1963,M,,M,austin19@adventure-works.com,60000,1,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,1,8746 Gonzalez Ct,,954-555-0119,31-12-2011,2-5 Miles
20209,52,AW00020209,,Andrea,A,Turner,0,7/12/1963,M,,F,andrea30@adventure-works.com,60000,1,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,1,6588 Palms Drive,,654-555-0111,18-01-2012,0-1 Miles
20210,546,AW00020210,,Stephanie,P,Powell,0,3/4/1964,M,,F,stephanie36@adventure-works.com,80000,5,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,0,2407 Erie Dr.,,509-555-0169,17-02-2013,0-1 Miles
20211,22,AW00020211,Mr.,Scott,M.,Rodgers,0,12/11/1973,M,,M,scott10@adventure-works.com,60000,2,2,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,1,9860 Brookview Drive,,989-555-0100,16-10-2011,2-5 Miles
20212,18,AW00020212,,Krista,P,Alonso,0,19-09-1975,M,,F,krista9@adventure-works.com,80000,4,4,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,1,5951 Snowberry Court,,1 (11) 500 555-0124,20-05-2013,0-1 Miles
20213,2,AW00020213,,Gina,L,Dominguez,0,9/8/1975,S,,F,gina13@adventure-works.com,80000,4,4,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,1,6751 Yosemite Ct.,,1 (11) 500 555-0174,2/10/2011,0-1 Miles
20214,25,AW00020214,,Trisha,V,Liu,0,8/3/1974,S,,F,trisha22@adventure-works.com,60000,2,2,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,0,1,7104 Roland Ct.,,1 (11) 500 555-0131,13-10-2011,0-1 Miles
20215,4,AW00020215,,Ioannis,,Xylaras,0,31-05-1974,S,,F,ioannis0@adventure-works.com,60000,2,2,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,0,1,3797 Concord Royale,,1 (11) 500 555-0146,21-10-2011,0-1 Miles
20216,29,AW00020216,,Shawn,S,Chander,0,18-12-1973,M,,M,shawn17@adventure-works.com,60000,2,2,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,1,1395 Bonanza,,1 (11) 500 555-0159,23-10-2011,2-5 Miles
20217,20,AW00020217,,Valerie,,Wang,0,7/9/1983,M,,F,valerie2@adventure-works.com,70000,5,5,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,0,3,1867 Sahara Drive,,1 (11) 500 555-0148,10/10/2011,10+ Miles
20218,22,AW00020218,,Drew,A,Xie,0,9/8/1978,M,,M,drew3@adventure-works.com,70000,5,5,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,0,3,194 Hoover Court,,1 (11) 500 555-0115,24-04-2013,10+ Miles
20219,21,AW00020219,,Colleen,L,Harrison,0,20-04-1975,M,,F,colleen19@adventure-works.com,110000,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,0,0,5938 Greenwood Circle,,1 (11) 500 555-0117,18-10-2011,0-1 Miles
20220,21,AW00020220,,Wendy,,Carlson,0,14-01-1975,S,,F,wendy17@adventure-works.com,110000,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,0,9507 Mountaire Drive,,1 (11) 500 555-0124,27-10-2011,0-1 Miles
20221,36,AW00020221,,Kaylee,C,Sanders,0,11/5/1980,M,,F,kaylee2@adventure-works.com,120000,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,0,0,7287 Cashew Ln,,1 (11) 500 555-0125,18-10-2011,0-1 Miles
20222,2,AW00020222,,Melissa,M,Morgan,0,12/12/1978,M,,F,melissa35@adventure-works.com,70000,5,5,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,0,3,8167 Grant St,,1 (11) 500 555-0144,7/6/2013,10+ Miles
20223,26,AW00020223,,Terrance,E,Malhotra,0,4/10/1978,M,,M,terrance3@adventure-works.com,70000,5,5,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,4,6366 Baker Dr.,,1 (11) 500 555-0136,5/11/2013,10+ Miles
20224,6,AW00020224,,Lawrence,J,Gill,0,1/3/1972,M,,M,lawrence12@adventure-works.com,80000,5,5,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,0,3,4836 Marina,,1 (11) 500 555-0155,3/10/2013,0-1 Miles
20225,19,AW00020225,,Sharon,,Rai,0,30-04-1972,S,,F,sharon23@adventure-works.com,90000,0,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,0,2236 Buena Vista Ave,,1 (11) 500 555-0158,18-10-2011,0-1 Miles
20226,29,AW00020226,,Valerie,C,She,0,6/10/1971,M,,F,valerie25@adventure-works.com,90000,0,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,0,4625 Westcliffe Place,,1 (11) 500 555-0191,11/10/2011,0-1 Miles
20227,15,AW00020227,,Louis,K,Zhang,0,7/5/1972,M,,M,louis38@adventure-works.com,90000,2,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,0,5099 Park Lane Circle,,1 (11) 500 555-0143,21-10-2011,2-5 Miles
20228,37,AW00020228,,Raymond,S,Arthur,0,21-12-1971,M,,M,raymond8@adventure-works.com,100000,0,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,0,5643 Palms Dr.,,1 (11) 500 555-0164,28-10-2011,2-5 Miles
20229,33,AW00020229,,Austin,F,Walker,0,24-02-1971,M,,M,austin38@adventure-works.com,60000,2,2,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,1,6400 Sunshine Drive,,1 (11) 500 555-0113,19-08-2013,2-5 Miles
20230,19,AW00020230,,Gary,D,Munoz,0,8/4/1976,M,,M,gary18@adventure-works.com,60000,3,3,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,1,3064 Whyte Park Ave.,,1 (11) 500 555-0140,13-06-2013,5-10 Miles
20231,32,AW00020231,,Kelvin,,Zhou,0,9/8/1970,S,,M,kelvin28@adventure-works.com,70000,0,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,0,1,7121 Oakleaf Ct.,,1 (11) 500 555-0156,23-05-2013,5-10 Miles
20232,31,AW00020232,,Franklin,L,Chande,0,8/11/1969,M,,M,franklin32@adventure-works.com,60000,3,3,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,2,867 Calico Way,,1 (11) 500 555-0166,13-06-2013,5-10 Miles
20233,16,AW00020233,,Jenny,,Raje,0,5/10/1969,S,,F,jenny36@adventure-works.com,60000,3,3,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,2,1245 West Hookston Road,,1 (11) 500 555-0147,3/5/2013,5-10 Miles
20234,12,AW00020234,,Gerald,,Mehta,0,19-04-1970,S,,M,gerald1@adventure-works.com,60000,4,4,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,3,9279 Masonic Dr.,,1 (11) 500 555-0152,23-02-2013,10+ Miles
20235,2,AW00020235,,Kenneth,,Deng,0,20-11-1969,S,,M,kenneth2@adventure-works.com,60000,4,4,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,3,2639 Tea Lane,,1 (11) 500 555-0153,13-12-2013,5-10 Miles
20236,33,AW00020236,,Cesar,R,Chandra,0,10/9/1968,S,,M,cesar2@adventure-works.com,60000,3,2,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,0,2,4217 Fairlane Place,,1 (11) 500 555-0119,27-10-2011,0-1 Miles
20237,25,AW00020237,,Hunter,E,Yang,0,18-08-1968,M,,M,hunter22@adventure-works.com,70000,0,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,0,1,436 Logan Court,,1 (11) 500 555-0116,1/2/2013,0-1 Miles
