CUSTOMERKEY,GEOGRAPHYKEY,CUSTOMERALTERNATEKEY,TITLE,FIRSTNAME,MIDDLENAME,LASTNAME,NAMESTYLE,BIRTHDATE,MARITALSTATUS,SUFFIX,GENDER,EMAILADDRESS,YEARLYINCOME,TOTALCHILDREN,NUMBERCHILDRENATHOME,ENGLISHEDUCATION,SPANISHEDUCATION,FRENCHEDUCATION,ENGLISHOCCUPATION,SPANISHOCCUPATION,FRENCHOCCUPATION,HOUSEOWNERFLAG,NUMBERCARSOWNED,ADDRESSLINE1,ADDRESSLINE2,PHONE,DATEFIRSTPURCHASE,COMMUTEDISTANCE
25089,612,AW00025089,,Christy,C,Xie,0,8/3/1966,S,,F,christy22@adventure-works.com,40000,0,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,0,1,5102 Sycamore Drive,,405-555-0138,21-09-2013,2-5 Miles
25090,49,AW00025090,,Ivan,L,Sara,0,30-12-1965,M,,M,ivan6@adventure-works.com,40000,0,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,0,1,1218 Woodside Court,,475-555-0126,10/12/2013,0-1 Miles
25091,311,AW00025091,,Jessie,,Zeng,0,7/1/1971,S,,M,jessie28@adventure-works.com,40000,0,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,0,1,8308 Fox Way,,466-555-0118,7/4/2013,0-1 Miles
25092,337,AW00025092,,Emily,,Jackson,0,13-10-1971,M,,F,emily12@adventure-works.com,60000,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,1,8994 Richard Ave.,,373-555-0132,7/1/2013,2-5 Miles
25093,55,AW00025093,,Madison,A,Griffin,0,24-12-1972,S,,F,madison33@adventure-works.com,50000,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,0,1,6531 William Reed Dr.,,138-555-0150,14-01-2012,0-1 Miles
25094,68,AW00025094,,Charles,,Thomas,0,11/9/1972,S,,M,charles14@adventure-works.com,50000,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,0,1,9941 Graham Ave.,,892-555-0153,12/1/2012,0-1 Miles
25095,69,AW00025095,,Adam,,Jai,0,10/7/1978,S,,M,adam28@adventure-works.com,50000,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,0,1,6375 Freda Drive,,481-555-0111,1/2/2012,0-1 Miles
25096,609,AW00025096,,Victoria,D,Bennett,0,19-04-1978,S,,F,victoria49@adventure-works.com,50000,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,0,1,9384 Jamie Way,,823-555-0196,12/2/2013,2-5 Miles
25097,545,AW00025097,,Fernando,B,Gonzales,0,17-12-1965,M,,M,fernando58@adventure-works.com,60000,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,1,41 Regency Dr.,,492-555-0129,13-02-2013,2-5 Miles
25098,539,AW00025098,,Logan,,Long,0,24-01-1966,M,,M,logan12@adventure-works.com,60000,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,0,1,9171 Morello Ave,,976-555-0114,22-02-2013,0-1 Miles
25099,368,AW00025099,,Melanie,G,Hayes,0,24-02-1971,M,,F,melanie10@adventure-works.com,60000,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,1,4475 Longbrook Way,,517-555-0143,23-02-2013,0-1 Miles
25100,49,AW00025100,,Kristen,,Huang,0,10/11/1964,M,,F,kristen5@adventure-works.com,60000,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,1,8224 Georgia Street,,341-555-0183,3/2/2012,2-5 Miles
25101,57,AW00025101,,Wyatt,A,Baker,0,13-04-1981,M,,M,wyatt36@adventure-works.com,60000,5,4,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,1,2230 May Way,,234-555-0183,2/1/2014,2-5 Miles
25102,299,AW00025102,,Stephanie,L,Kelly,0,14-02-1965,M,,F,stephanie26@adventure-works.com,60000,4,3,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,0,2056 Otter Dr.,,185-555-0119,19-02-2013,2-5 Miles
25103,311,AW00025103,,Shelby,,Brooks,0,16-08-1964,M,,F,shelby1@adventure-works.com,60000,4,3,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,0,6480 Prancing Drive,,210-555-0162,4/8/2013,0-1 Miles
25104,71,AW00025104,,Natalie,A,Parker,0,11/4/1965,S,,F,natalie51@adventure-works.com,70000,2,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,0,1,1500 Polk Street,,581-555-0184,28-02-2012,0-1 Miles
25105,311,AW00025105,,Warren,M,Nara,0,19-05-1965,S,,M,warren6@adventure-works.com,80000,4,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,0,6973 Elena,,373-555-0111,4/5/2013,0-1 Miles
25106,22,AW00025106,,Micah,W,Gao,0,22-05-1986,M,,M,micah2@adventure-works.com,90000,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,0,7165 Foothill Way,,1 (11) 500 555-0146,16-09-2012,0-1 Miles
25107,36,AW00025107,,Mason,K,Ramirez,0,13-05-1980,S,,M,mason8@adventure-works.com,90000,2,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,0,0,2137 Argenta Dr.,,1 (11) 500 555-0153,1/9/2012,0-1 Miles
25108,19,AW00025108,,Gary,B,Gill,0,6/5/1974,M,,M,gary24@adventure-works.com,60000,2,2,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,0,1,4504 Terranova Drive,,1 (11) 500 555-0131,29-09-2012,0-1 Miles
25109,26,AW00025109,,Devin,J,Rivera,0,3/11/1975,M,,M,devin75@adventure-works.com,80000,4,4,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,0,1,2956 East Altarinda Dr.,,1 (11) 500 555-0147,27-05-2013,0-1 Miles
25110,21,AW00025110,,Tabitha,,Suarez,0,26-07-1975,M,,F,tabitha40@adventure-works.com,80000,4,4,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,0,1,9752 Monterrey,,1 (11) 500 555-0152,26-07-2013,0-1 Miles
25111,30,AW00025111,,Drew,J,Chander,0,4/4/1976,M,,M,drew17@adventure-works.com,90000,2,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,0,2798 Castlewood,,1 (11) 500 555-0178,9/10/2012,2-5 Miles
25112,4,AW00025112,,Suzanne,E,Zhu,0,17-04-1974,M,,F,suzanne15@adventure-works.com,60000,2,2,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,0,1,5741 Glen Wood Dr.,,1 (11) 500 555-0156,4/10/2012,0-1 Miles
25113,12,AW00025113,,Randy,,Gao,0,15-10-1973,M,,M,randy17@adventure-works.com,60000,2,2,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,1,4550 Morello Ave.,,1 (11) 500 555-0130,19-10-2012,2-5 Miles
25114,13,AW00025114,,Donald,M,Sara,0,24-04-1974,S,,M,donald12@adventure-works.com,60000,2,2,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,0,1,1345 Prospect Street,,1 (11) 500 555-0128,4/10/2012,0-1 Miles
25115,19,AW00025115,,Raymond,,Rana,0,25-01-1974,M,,M,raymond13@adventure-works.com,70000,5,5,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,3,1771 Wood Ranch Circle,,1 (11) 500 555-0143,6/10/2012,10+ Miles
25116,8,AW00025116,,Phillip,R,Sara,0,5/7/1979,M,,M,phillip11@adventure-works.com,70000,5,5,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,3,1993 Maywood Lane,,1 (11) 500 555-0110,30-05-2013,10+ Miles
25117,7,AW00025117,,Mindy,R,Shan,0,30-09-1973,M,,F,mindy15@adventure-works.com,70000,5,5,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,0,3,1306 B St.,,1 (11) 500 555-0122,30-12-2013,10+ Miles
25118,5,AW00025118,,Gerald,M,Diaz,0,6/6/1973,M,,M,gerald11@adventure-works.com,70000,5,5,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,3,220 N Ridgewood Drive,,1 (11) 500 555-0172,20-08-2013,10+ Miles
25119,4,AW00025119,,Deanna,L,Lopez,0,13-11-1974,M,,F,deanna20@adventure-works.com,110000,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,1,1898 Pine Tree Drive,,1 (11) 500 555-0190,2/10/2012,1-2 Miles
25120,4,AW00025120,,Heidi,L,Rodriguez,0,8/12/1980,S,,F,heidi22@adventure-works.com,110000,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,0,1,7902 Bates Court,,1 (11) 500 555-0139,28-09-2012,2-5 Miles
25121,25,AW00025121,,Clarence,D,Yang,0,19-03-1975,M,,M,clarence41@adventure-works.com,110000,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,1,3676 Oak Leaf Ct,,1 (11) 500 555-0138,26-10-2012,2-5 Miles
25122,32,AW00025122,,Susan,L,Zhao,0,12/3/1978,S,,F,susan20@adventure-works.com,80000,5,5,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,2,5527 Liscome Way,,1 (11) 500 555-0167,27-11-2013,0-1 Miles
25123,2,AW00025123,,Sharon,L,Simpson,0,31-08-1972,M,,F,sharon8@adventure-works.com,80000,5,5,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,3,3729 Via Del Verdes,,1 (11) 500 555-0113,11/9/2013,0-1 Miles
25124,6,AW00025124,,Keith,J,Xu,0,5/10/1978,S,,M,keith7@adventure-works.com,80000,5,5,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,3,8531 Doncaster Dr,,1 (11) 500 555-0112,26-05-2013,0-1 Miles
25125,36,AW00025125,,Randy,G,Wang,0,19-03-1972,M,,M,randy3@adventure-works.com,80000,5,5,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,3,8143 Petarct,,1 (11) 500 555-0110,25-09-2013,0-1 Miles
25126,7,AW00025126,,Shane,L,Suri,0,21-11-1977,M,,M,shane4@adventure-works.com,90000,0,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,0,3994 Sucamore Drive,,1 (11) 500 555-0143,5/11/2012,2-5 Miles
25127,15,AW00025127,,Priscilla,M,Deng,0,18-01-1972,S,,F,priscilla1@adventure-works.com,90000,2,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,0,0,3757 Brook Hollow Ct,# 101,1 (11) 500 555-0113,7/11/2012,1-2 Miles
25128,22,AW00025128,,Clifford,,Sai,0,21-12-1970,M,,M,clifford6@adventure-works.com,60000,3,3,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,1,9494 Buena Vista,,1 (11) 500 555-0136,24-08-2013,2-5 Miles
25129,17,AW00025129,,Allen,R,Raman,0,4/12/1976,S,,M,allen10@adventure-works.com,60000,3,3,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,0,1,378 Show Rd.,,1 (11) 500 555-0110,21-02-2013,0-1 Miles
25130,11,AW00025130,,Micah,,Huang,0,16-08-1981,M,,M,micah16@adventure-works.com,70000,5,5,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,0,4,9580 Kalima Place,,1 (11) 500 555-0111,9/5/2013,10+ Miles
25131,36,AW00025131,,Gerald,,Chandra,0,8/4/1971,M,,M,gerald31@adventure-works.com,70000,5,5,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,4,6933 Sutton Circle,,1 (11) 500 555-0178,21-07-2013,10+ Miles
25132,33,AW00025132,,Lindsey,M,Xie,0,16-09-1984,M,,F,lindsey3@adventure-works.com,70000,5,5,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,0,4,4137 Garcia Ranch Road,,1 (11) 500 555-0142,17-09-2013,10+ Miles
25133,11,AW00025133,,Kristine,G,Gutierrez,0,4/6/1974,S,,F,kristine12@adventure-works.com,70000,0,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,1,7399 Pacific,,1 (11) 500 555-0116,6/11/2012,5-10 Miles
25134,17,AW00025134,,Brett,,Rodriguez,0,14-08-1973,M,,M,brett19@adventure-works.com,80000,5,5,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,4,6928 Jason Ct,,1 (11) 500 555-0173,13-12-2013,1-2 Miles
25135,39,AW00025135,,Kelvin,,Zhao,0,6/11/1973,S,,M,kelvin29@adventure-works.com,80000,5,5,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,4,9011 Tabora Drive,,1 (11) 500 555-0139,2/12/2013,1-2 Miles
25136,39,AW00025136,,Ruben,A,Diaz,0,14-07-1979,S,,M,ruben26@adventure-works.com,80000,5,5,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,4,4038 Elk Dr,,1 (11) 500 555-0146,5/4/2013,1-2 Miles
25137,27,AW00025137,,Nina,R,Raje,0,29-01-1974,M,,F,nina14@adventure-works.com,80000,5,5,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,4,6237 El Rancho Dr.,,1 (11) 500 555-0150,21-01-2014,0-1 Miles
25138,19,AW00025138,,Seth,,Russell,0,15-03-1974,M,,M,seth68@adventure-works.com,80000,5,5,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,4,1412 San Marino Ct.,,1 (11) 500 555-0141,10/11/2012,1-2 Miles
25139,20,AW00025139,Mr.,Carlos,M.,Short,0,22-08-1975,M,Jr.,M,carlos0@adventure-works.com,60000,3,3,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,0,2,6853 Hacienda,,187-555-0100,18-10-2013,0-1 Miles
25140,26,AW00025140,,Toni,K,Lopez,0,26-09-1969,M,,F,toni17@adventure-works.com,60000,3,3,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,2,6445 Cashew Street,,1 (11) 500 555-0176,20-11-2013,5-10 Miles
25141,251,AW00025141,,Walter,,Gutierrez,0,16-03-1979,S,,M,walter4@adventure-works.com,20000,0,0,Partial High School,Educación secundaria (en curso),Niveau bac,Manual,Obrero,Ouvrier,1,2,5498 Treat Blvd.,,1 (11) 500 555-0149,10/5/2013,1-2 Miles
25145,171,AW00025145,,Clayton,C,Yang,0,22-02-1980,S,,M,clayton5@adventure-works.com,30000,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Clerical,Administrativo,Employé,1,1,Waldstr 4326,,1 (11) 500 555-0119,21-06-2013,2-5 Miles
25146,552,AW00025146,,Carson,J,Gonzales,0,25-07-1958,M,,M,carson16@adventure-works.com,60000,3,1,Partial High School,Educación secundaria (en curso),Niveau bac,Skilled Manual,Obrero especializado,Technicien,1,3,2700 Roundtree Dr.,,151-555-0131,31-01-2013,10+ Miles
25147,68,AW00025147,,Samantha,G,Brown,0,15-09-1962,M,,F,samantha5@adventure-works.com,60000,2,0,High School,Educación secundaria,Bac + 2,Professional,Profesional,Cadre,1,2,2768 Creekside Dr.,,526-555-0115,31-07-2013,5-10 Miles
25148,307,AW00025148,,Ryan,,Simmons,0,5/4/1963,M,,M,ryan18@adventure-works.com,60000,2,0,High School,Educación secundaria,Bac + 2,Professional,Profesional,Cadre,0,2,2680 Claudia Drive,,964-555-0196,28-02-2013,1-2 Miles
25149,632,AW00025149,,Samantha,,Griffin,0,14-06-1963,M,,F,samantha43@adventure-works.com,60000,2,0,High School,Educación secundaria,Bac + 2,Professional,Profesional,Cadre,1,2,6133 Kenston Dr.,,946-555-0183,30-11-2013,5-10 Miles
25150,337,AW00025150,,Xavier,,Jones,0,23-11-1968,S,,M,xavier3@adventure-works.com,80000,2,1,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,1,3685 Pleasant Hill Rd,,380-555-0167,6/5/2013,2-5 Miles
25151,329,AW00025151,,Jasmine,,Washington,0,8/11/1961,S,,F,jasmine52@adventure-works.com,80000,2,0,Partial High School,Educación secundaria (en curso),Niveau bac,Skilled Manual,Obrero especializado,Technicien,0,2,5678 Arlington Way,,832-555-0192,2/11/2013,1-2 Miles
25152,331,AW00025152,,Maria,M,Sanders,0,12/8/1978,S,,F,maria22@adventure-works.com,60000,2,0,High School,Educación secundaria,Bac + 2,Professional,Profesional,Cadre,1,2,9657 Santa Maria,,561-555-0118,17-03-2013,5-10 Miles
25153,632,AW00025153,,Ryan,,Coleman,0,22-12-1970,S,,M,ryan8@adventure-works.com,100000,4,1,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,0,4,5787 Ygnacio Valley Road,,602-555-0130,2/10/2013,0-1 Miles
25154,301,AW00025154,,Clinton,,Serrano,0,2/12/1976,M,,M,clinton13@adventure-works.com,110000,2,2,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,3,7700 Meaham Drive,,158-555-0197,23-12-2013,2-5 Miles
25155,311,AW00025155,,Theresa,,Alonso,0,2/7/1981,S,,F,theresa5@adventure-works.com,110000,3,2,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,4,4790 Curletto Drive,,309-555-0129,29-05-2013,2-5 Miles
25156,336,AW00025156,,Catherine,,Peterson,0,24-03-1971,S,,F,catherine5@adventure-works.com,130000,1,1,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,0,4,6956 Peach Place,,588-555-0128,11/2/2013,0-1 Miles
25157,66,AW00025157,,Destiny,,Miller,0,15-08-1969,S,,F,destiny6@adventure-works.com,80000,4,3,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,1,9817 Cook Street,,603-555-0175,3/7/2013,2-5 Miles
25158,611,AW00025158,,Stephanie,C,Long,0,13-09-1969,M,,F,stephanie37@adventure-works.com,90000,5,5,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,3,993 Piedmont Dr.,,155-555-0120,4/9/2013,0-1 Miles
25159,637,AW00025159,,Katelyn,C,Cooper,0,24-01-1970,S,,F,katelyn17@adventure-works.com,100000,5,2,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,0,1635 Carmel Dr,,818-555-0126,24-09-2013,2-5 Miles
25160,642,AW00025160,,Mackenzie,C,Stewart,0,16-02-1981,S,,F,mackenzie25@adventure-works.com,100000,5,2,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,1,3646 Snyder Lane,,577-555-0117,15-06-2013,2-5 Miles
25161,343,AW00025161,,Isabella,,Flores,0,10/5/1975,M,,F,isabella22@adventure-works.com,130000,3,2,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,3,3628 Mt. McKinley Ct.,,460-555-0110,25-05-2013,0-1 Miles
25162,374,AW00025162,,Bryan,D,Morris,0,8/11/1975,S,,M,bryan19@adventure-works.com,160000,1,1,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,0,3,9634 S. Silver Spring,,729-555-0131,14-05-2013,0-1 Miles
25163,334,AW00025163,,Natalie,,Griffin,0,23-10-1961,M,,F,natalie43@adventure-works.com,70000,3,2,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,0,8210 Mines Road,,193-555-0158,17-05-2013,5-10 Miles
25164,301,AW00025164,,Isaac,C,Parker,0,21-02-1962,M,,M,isaac22@adventure-works.com,70000,3,2,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,0,1,2068 Suzanne Dr.,,762-555-0149,18-05-2013,0-1 Miles
25165,298,AW00025165,,Ashley,D,Brown,0,17-07-1961,M,,F,ashley4@adventure-works.com,70000,4,3,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,0,1440 Willow Pass Dr.,,344-555-0118,16-12-2013,0-1 Miles
25166,345,AW00025166,,Miguel,R,Jenkins,0,1/10/1961,S,,M,miguel53@adventure-works.com,70000,4,3,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,0,2570 Thames Dr.,,816-555-0150,25-09-2013,5-10 Miles
25167,358,AW00025167,,Elijah,,Hughes,0,13-05-1962,M,,M,elijah15@adventure-works.com,80000,3,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,0,1,5478 Hill Ct,,240-555-0159,20-11-2013,0-1 Miles
25168,299,AW00025168,,Micheal,,Hernandez,0,22-10-1960,M,,M,micheal0@adventure-works.com,80000,2,0,Partial High School,Educación secundaria (en curso),Niveau bac,Skilled Manual,Obrero especializado,Technicien,1,2,8210 Mines Road,,158-555-0134,23-08-2013,5-10 Miles
25169,352,AW00025169,,Angel,,Peterson,0,1/3/1940,S,,M,angel4@adventure-works.com,130000,1,2,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,0,3,8201 Lyon Circle,,333-555-0176,22-05-2013,0-1 Miles
25170,618,AW00025170,,Logan,H,Walker,0,14-05-1974,M,,M,logan56@adventure-works.com,90000,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,1,8245 Pinehurst Court,,925-555-0129,18-10-2013,10+ Miles
25171,543,AW00025171,,Christopher,E,Rodriguez,0,18-03-1974,M,,M,christopher20@adventure-works.com,90000,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,1,891 Thornwood Dr.,,959-555-0135,26-04-2013,10+ Miles
25172,348,AW00025172,,Evan,,Gray,0,15-05-1969,M,,M,evan6@adventure-works.com,130000,3,2,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,4,9966 Vallet Crest Dr.,,207-555-0111,19-06-2013,0-1 Miles
25173,54,AW00025173,,Melissa,,Stewart,0,2/11/1967,M,,F,melissa44@adventure-works.com,80000,5,4,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,2,8679 Mt. Tooth Place,,445-555-0114,18-06-2013,5-10 Miles
25174,491,AW00025174,,Monica,,Smith,0,10/2/1968,M,,F,monica9@adventure-works.com,90000,5,4,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,4,4214 Willbrook Court,,822-555-0184,24-05-2013,5-10 Miles
25175,618,AW00025175,,Nathan,D,Chen,0,2/4/1968,S,,M,nathan22@adventure-works.com,100000,1,2,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,3,2238 Pine Street,,250-555-0110,14-05-2013,5-10 Miles
25176,347,AW00025176,,Edward,,Flores,0,12/12/1967,S,,M,edward61@adventure-works.com,130000,1,2,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,0,4,9542 Dubne Court,,116-555-0180,24-09-2013,0-1 Miles
25177,49,AW00025177,,Alberto,,Gomez,0,12/3/1978,M,,M,alberto2@adventure-works.com,70000,5,4,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,3,4823 Park Blvd.,,837-555-0140,25-01-2014,5-10 Miles
25178,614,AW00025178,,Jasmine,D,Kelly,0,17-04-1972,M,,F,jasmine39@adventure-works.com,80000,5,4,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,3,6833 Filomena,,366-555-0155,5/1/2014,1-2 Miles
25179,614,AW00025179,,Miguel,,Thompson,0,5/8/1966,M,,M,miguel15@adventure-works.com,80000,5,4,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,3,7284 Adobe Dr.,,798-555-0146,25-09-2013,5-10 Miles
25180,626,AW00025180,,Ana,,Simmons,0,22-09-1966,S,,F,ana14@adventure-works.com,90000,4,3,High School,Educación secundaria,Bac + 2,Professional,Profesional,Cadre,1,1,9094 Reading Dr,,354-555-0127,21-05-2013,5-10 Miles
25181,547,AW00025181,,Jesse,S,Torres,0,20-12-1966,M,,M,jesse4@adventure-works.com,90000,4,3,High School,Educación secundaria,Bac + 2,Professional,Profesional,Cadre,1,1,9732 Hamilton Ct.,,225-555-0119,4/3/2013,5-10 Miles
25182,548,AW00025182,,Natalie,,Simmons,0,1/3/1972,M,,F,natalie37@adventure-works.com,90000,4,3,High School,Educación secundaria,Bac + 2,Professional,Profesional,Cadre,1,2,1201 Olive Hill,,930-555-0153,20-06-2013,1-2 Miles
25183,637,AW00025183,,Michael,K,Thomas,0,4/10/1966,M,,M,michael43@adventure-works.com,90000,4,3,High School,Educación secundaria,Bac + 2,Professional,Profesional,Cadre,1,2,5734 Ashford Court,,595-555-0169,14-06-2013,1-2 Miles
25184,310,AW00025184,,Peter,,Tang,0,22-09-1966,S,,M,peter11@adventure-works.com,110000,1,3,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,4,9094 William Reed Dr,,211-555-0161,11/5/2013,5-10 Miles
25185,355,AW00025185,,Jade,,Reed,0,5/1/1967,S,,F,jade16@adventure-works.com,130000,1,3,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,0,3,1690 K St.,,257-555-0139,14-05-2013,2-5 Miles
25186,369,AW00025186,,Angelica,,Coleman,0,1/4/1961,M,,F,angelica5@adventure-works.com,80000,3,2,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,1,9866 Santa Lucia Dr,,166-555-0174,15-05-2013,5-10 Miles
25187,546,AW00025187,,Sydney,L,Scott,0,11/2/1941,M,,F,sydney54@adventure-works.com,50000,2,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,2,5601 Garrow Drive,,895-555-0191,21-01-2014,5-10 Miles
25188,66,AW00025188,,Kevin,S,Li,0,12/7/1941,M,,M,kevin29@adventure-works.com,40000,3,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,2,4914 Sierra Drive,,640-555-0153,2/5/2013,5-10 Miles
25189,611,AW00025189,,Aidan,,Hayes,0,8/10/1952,M,,M,aidan24@adventure-works.com,50000,2,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,2,1584 S. Forest Hill,,744-555-0145,1/1/2014,5-10 Miles
25190,553,AW00025190,,Allison,B,Morris,0,12/12/1941,M,,F,allison18@adventure-works.com,60000,2,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,2,5514 Cape Cod Way,,140-555-0158,13-09-2013,5-10 Miles
25191,339,AW00025191,,Austin,D,Gonzales,0,8/12/1941,S,,M,austin13@adventure-works.com,120000,1,3,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,0,4,1254 Roux Court,,678-555-0120,20-05-2013,2-5 Miles
25192,612,AW00025192,,Janet,B,Gill,0,29-01-1966,S,,F,janet19@adventure-works.com,90000,4,3,High School,Educación secundaria,Bac + 2,Professional,Profesional,Cadre,1,3,91 Kalima Place,,921-555-0114,12/5/2013,5-10 Miles
25193,626,AW00025193,,Stephanie,A,Howard,0,5/10/1971,S,,F,stephanie17@adventure-works.com,90000,4,3,High School,Educación secundaria,Bac + 2,Professional,Profesional,Cadre,1,4,8850 Via Del Sol,,886-555-0125,3/6/2013,5-10 Miles
